region	chr	midPos	Nsites
(305298,305797)(305300,305799)(305300,305800)	Mt	305550	501	0.026961
(305398,305897)(305400,305899)(305400,305900)	Mt	305650	501	0.026249
(305498,305997)(305500,305999)(305500,306000)	Mt	305750	501	0.024503
(305598,306097)(305600,306099)(305600,306100)	Mt	305850	501	0.025384
(305698,306197)(305700,306199)(305700,306200)	Mt	305950	501	0.024351
(305798,306297)(305800,306299)(305800,306300)	Mt	306050	501	0.024320
(305898,306397)(305900,306399)(305900,306400)	Mt	306150	501	0.026499
(305998,306497)(306000,306499)(306000,306500)	Mt	306250	501	0.027875
(306098,306597)(306100,306599)(306100,306600)	Mt	306350	501	0.027615
(306198,306697)(306200,306699)(306200,306700)	Mt	306450	501	0.029068
(306298,306797)(306300,306799)(306300,306800)	Mt	306550	501	0.030806
(306398,306897)(306400,306899)(306400,306900)	Mt	306650	501	0.027748
(306498,306997)(306500,306999)(306500,307000)	Mt	306750	501	0.026556
(306598,307097)(306600,307099)(306600,307100)	Mt	306850	501	0.029372
(306698,307197)(306700,307199)(306700,307200)	Mt	306950	501	0.027324
(306798,307297)(306800,307299)(306800,307300)	Mt	307050	501	0.025961
(306898,307397)(306900,307399)(306900,307400)	Mt	307150	501	0.030134
(306998,307497)(307000,307499)(307000,307500)	Mt	307250	501	0.031921
(307098,307597)(307100,307599)(307100,307600)	Mt	307350	501	0.028279
(307198,307697)(307200,307699)(307200,307700)	Mt	307450	501	0.028616
(307298,307797)(307300,307799)(307300,307800)	Mt	307550	501	0.027905
(307398,307897)(307400,307899)(307400,307900)	Mt	307650	501	0.025697
(307498,307997)(307500,307999)(307500,308000)	Mt	307750	501	0.027670
(307598,308097)(307600,308099)(307600,308100)	Mt	307850	501	0.029589
(307698,308197)(307700,308199)(307700,308200)	Mt	307950	501	0.029934
(307798,308297)(307800,308299)(307800,308300)	Mt	308050	501	0.032184
(307898,308397)(307900,308399)(307900,308400)	Mt	308150	501	0.033498
(307998,308497)(308000,308499)(308000,308500)	Mt	308250	501	0.031619
(308098,308597)(308100,308599)(308100,308600)	Mt	308350	501	0.033943
(308198,308697)(308200,308699)(308200,308700)	Mt	308450	501	0.033548
(308298,308797)(308300,308799)(308300,308800)	Mt	308550	501	0.033714
(308398,308897)(308400,308899)(308400,308900)	Mt	308650	501	0.030704
(308498,308997)(308500,308999)(308500,309000)	Mt	308750	501	0.030652
(308598,309097)(308600,309099)(308600,309100)	Mt	308850	501	0.029035
(308698,309197)(308700,309199)(308700,309200)	Mt	308950	501	0.027966
(308798,309297)(308800,309299)(308800,309300)	Mt	309050	501	0.024563
(308898,309397)(308900,309399)(308900,309400)	Mt	309150	501	0.028549
(308998,309497)(309000,309499)(309000,309500)	Mt	309250	501	0.029341
(309098,309597)(309100,309599)(309100,309600)	Mt	309350	501	0.028621
(309198,309697)(309200,309699)(309200,309700)	Mt	309450	501	0.029200
(309298,309797)(309300,309799)(309300,309800)	Mt	309550	501	0.031361
(309398,309897)(309400,309899)(309400,309900)	Mt	309650	501	0.025766
(309498,309997)(309500,309999)(309500,310000)	Mt	309750	501	0.025114
(309598,310097)(309600,310099)(309600,310100)	Mt	309850	501	0.026387
(309698,310197)(309700,310199)(309700,310200)	Mt	309950	501	0.024623
(309798,310297)(309800,310299)(309800,310300)	Mt	310050	501	0.023867
(309898,310397)(309900,310399)(309900,310400)	Mt	310150	501	0.028124
(309998,310497)(310000,310499)(310000,310500)	Mt	310250	501	0.029743
(310098,310597)(310100,310599)(310100,310600)	Mt	310350	501	0.029996
(310198,310697)(310200,310699)(310200,310700)	Mt	310450	501	0.032841
(310298,310797)(310300,310799)(310300,310800)	Mt	310550	501	0.032203
(310398,310897)(310400,310899)(310400,310900)	Mt	310650	501	0.032675
(310498,310997)(310500,310999)(310500,311000)	Mt	310750	501	0.032145
(310598,311097)(310600,311099)(310600,311100)	Mt	310850	501	0.031370
(310698,311197)(310700,311199)(310700,311200)	Mt	310950	501	0.030887
(310798,311297)(310800,311299)(310800,311300)	Mt	311050	501	0.031951
(310898,311397)(310900,311399)(310900,311400)	Mt	311150	501	0.032166
(310998,311497)(311000,311499)(311000,311500)	Mt	311250	501	0.031478
(311098,311597)(311100,311599)(311100,311600)	Mt	311350	501	0.030285
(311198,311697)(311200,311699)(311200,311700)	Mt	311450	501	0.028441
(311298,311797)(311300,311799)(311300,311800)	Mt	311550	501	0.029172
(311398,311897)(311400,311899)(311400,311900)	Mt	311650	501	0.027370
(311498,311997)(311500,311999)(311500,312000)	Mt	311750	501	0.026696
(311598,312097)(311600,312099)(311600,312100)	Mt	311850	501	0.026943
(311698,312197)(311700,312199)(311700,312200)	Mt	311950	501	0.028400
(311798,312297)(311800,312299)(311800,312300)	Mt	312050	501	0.026120
(311898,312397)(311900,312399)(311900,312400)	Mt	312150	501	0.026166
(311998,312497)(312000,312499)(312000,312500)	Mt	312250	501	0.025253
(312098,312597)(312100,312599)(312100,312600)	Mt	312350	501	0.023614
(312198,312697)(312200,312699)(312200,312700)	Mt	312450	501	0.022837
(312298,312797)(312300,312799)(312300,312800)	Mt	312550	501	0.024454
(312398,312897)(312400,312899)(312400,312900)	Mt	312650	501	0.022720
(312498,312997)(312500,312999)(312500,313000)	Mt	312750	501	0.020237
(312598,313097)(312600,313099)(312600,313100)	Mt	312850	501	0.022808
(312698,313197)(312700,313199)(312700,313200)	Mt	312950	501	0.025097
(312798,313297)(312800,313299)(312800,313300)	Mt	313050	501	0.024619
(312898,313397)(312900,313399)(312900,313400)	Mt	313150	501	0.026694
(312998,313497)(313000,313499)(313000,313500)	Mt	313250	501	0.031944
(313098,313597)(313100,313599)(313100,313600)	Mt	313350	501	0.033873
(313198,313697)(313200,313699)(313200,313700)	Mt	313450	501	0.031424
(313298,313797)(313300,313799)(313300,313800)	Mt	313550	501	0.032237
(313398,313897)(313400,313899)(313400,313900)	Mt	313650	501	0.032434
(313498,313997)(313500,313999)(313500,314000)	Mt	313750	501	0.028417
(313598,314097)(313600,314099)(313600,314100)	Mt	313850	501	0.026452
(313698,314197)(313700,314199)(313700,314200)	Mt	313950	501	0.027474
(313798,314297)(313800,314299)(313800,314300)	Mt	314050	501	0.025532
(313898,314397)(313900,314399)(313900,314400)	Mt	314150	501	0.028254
(313998,314497)(314000,314499)(314000,314500)	Mt	314250	501	0.030231
(314098,314597)(314100,314599)(314100,314600)	Mt	314350	501	0.028909
(314198,314697)(314200,314699)(314200,314700)	Mt	314450	501	0.031427
(314298,314797)(314300,314799)(314300,314800)	Mt	314550	501	0.030780
(314398,314897)(314400,314899)(314400,314900)	Mt	314650	501	0.027841
(314498,314997)(314500,314999)(314500,315000)	Mt	314750	501	0.027731
(314598,315097)(314600,315099)(314600,315100)	Mt	314850	501	0.027704
(314698,315197)(314700,315199)(314700,315200)	Mt	314950	501	0.027129
(314798,315297)(314800,315299)(314800,315300)	Mt	315050	501	0.029631
(314898,315397)(314900,315399)(314900,315400)	Mt	315150	501	0.029284
(314998,315497)(315000,315499)(315000,315500)	Mt	315250	501	0.030366
(315098,315597)(315100,315599)(315100,315600)	Mt	315350	501	0.030475
(315198,315697)(315200,315699)(315200,315700)	Mt	315450	501	0.025935
(315298,315797)(315300,315799)(315300,315800)	Mt	315550	501	0.023584
(315398,315897)(315400,315899)(315400,315900)	Mt	315650	501	0.024075
(315498,315997)(315500,315999)(315500,316000)	Mt	315750	501	0.024349
(315598,316097)(315600,316099)(315600,316100)	Mt	315850	501	0.024138
(315698,316197)(315700,316199)(315700,316200)	Mt	315950	501	0.024788
(315798,316297)(315800,316299)(315800,316300)	Mt	316050	501	0.027299
(315898,316397)(315900,316399)(315900,316400)	Mt	316150	501	0.027628
(315998,316497)(316000,316499)(316000,316500)	Mt	316250	501	0.027478
(316098,316597)(316100,316599)(316100,316600)	Mt	316350	501	0.028619
(316198,316697)(316200,316699)(316200,316700)	Mt	316450	501	0.031798
(316298,316797)(316300,316799)(316300,316800)	Mt	316550	501	0.029461
(316398,316897)(316400,316899)(316400,316900)	Mt	316650	501	0.030722
(316498,316997)(316500,316999)(316500,317000)	Mt	316750	501	0.031409
(316598,317097)(316600,317099)(316600,317100)	Mt	316850	501	0.029067
(316698,317197)(316700,317199)(316700,317200)	Mt	316950	501	0.030961
(316798,317297)(316800,317299)(316800,317300)	Mt	317050	501	0.031850
(316898,317397)(316900,317399)(316900,317400)	Mt	317150	501	0.029588
(316998,317497)(317000,317499)(317000,317500)	Mt	317250	501	0.029620
(317098,317597)(317100,317599)(317100,317600)	Mt	317350	501	0.029977
(317198,317697)(317200,317699)(317200,317700)	Mt	317450	501	0.030603
(317298,317797)(317300,317799)(317300,317800)	Mt	317550	501	0.030035
(317398,317897)(317400,317899)(317400,317900)	Mt	317650	501	0.029509
(317498,317997)(317500,317999)(317500,318000)	Mt	317750	501	0.026685
(317598,318097)(317600,318099)(317600,318100)	Mt	317850	501	0.030514
(317698,318197)(317700,318199)(317700,318200)	Mt	317950	501	0.026476
(317798,318297)(317800,318299)(317800,318300)	Mt	318050	501	0.028185
(317898,318397)(317900,318399)(317900,318400)	Mt	318150	501	0.029563
(317998,318497)(318000,318499)(318000,318500)	Mt	318250	501	0.029815
(318098,318597)(318100,318599)(318100,318600)	Mt	318350	501	0.025658
(318198,318697)(318200,318699)(318200,318700)	Mt	318450	501	0.028243
(318298,318797)(318300,318799)(318300,318800)	Mt	318550	501	0.026893
(318398,318897)(318400,318899)(318400,318900)	Mt	318650	501	0.024410
(318498,318997)(318500,318999)(318500,319000)	Mt	318750	501	0.023153
(318598,319097)(318600,319099)(318600,319100)	Mt	318850	501	0.023643
(318698,319197)(318700,319199)(318700,319200)	Mt	318950	501	0.022520
(318798,319297)(318800,319299)(318800,319300)	Mt	319050	501	0.020925
(318898,319397)(318900,319399)(318900,319400)	Mt	319150	501	0.022254
(318998,319497)(319000,319499)(319000,319500)	Mt	319250	501	0.027135
(319098,319597)(319100,319599)(319100,319600)	Mt	319350	501	0.029512
(319198,319697)(319200,319699)(319200,319700)	Mt	319450	501	0.030732
(319298,319797)(319300,319799)(319300,319800)	Mt	319550	501	0.035280
(319398,319897)(319400,319899)(319400,319900)	Mt	319650	501	0.038886
(319498,319997)(319500,319999)(319500,320000)	Mt	319750	501	0.035622
(319598,320097)(319600,320099)(319600,320100)	Mt	319850	501	0.035368
(319698,320197)(319700,320199)(319700,320200)	Mt	319950	501	0.030762
(319798,320297)(319800,320299)(319800,320300)	Mt	320050	501	0.028410
(319898,320397)(319900,320399)(319900,320400)	Mt	320150	501	0.024545
(319998,320497)(320000,320499)(320000,320500)	Mt	320250	501	0.024272
(320098,320597)(320100,320599)(320100,320600)	Mt	320350	501	0.021245
(320198,320697)(320200,320699)(320200,320700)	Mt	320450	501	0.027851
(320298,320797)(320300,320799)(320300,320800)	Mt	320550	501	0.027875
(320398,320897)(320400,320899)(320400,320900)	Mt	320650	501	0.027442
(320498,320997)(320500,320999)(320500,321000)	Mt	320750	501	0.026619
(320598,321097)(320600,321099)(320600,321100)	Mt	320850	501	0.028232
(320698,321197)(320700,321199)(320700,321200)	Mt	320950	501	0.026312
(320798,321297)(320800,321299)(320800,321300)	Mt	321050	501	0.025535
(320898,321397)(320900,321399)(320900,321400)	Mt	321150	501	0.028290
(320998,321497)(321000,321499)(321000,321500)	Mt	321250	501	0.030691
(321098,321597)(321100,321599)(321100,321600)	Mt	321350	501	0.030401
(321198,321697)(321200,321699)(321200,321700)	Mt	321450	501	0.029924
(321298,321797)(321300,321799)(321300,321800)	Mt	321550	501	0.029621
(321398,321897)(321400,321899)(321400,321900)	Mt	321650	501	0.027004
(321498,321997)(321500,321999)(321500,322000)	Mt	321750	501	0.026330
(321598,322097)(321600,322099)(321600,322100)	Mt	321850	501	0.026507
(321698,322197)(321700,322199)(321700,322200)	Mt	321950	501	0.027705
(321798,322297)(321800,322299)(321800,322300)	Mt	322050	501	0.029740
(321898,322397)(321900,322399)(321900,322400)	Mt	322150	501	0.032087
(321998,322497)(322000,322499)(322000,322500)	Mt	322250	501	0.032655
(322098,322597)(322100,322599)(322100,322600)	Mt	322350	501	0.030529
(322198,322697)(322200,322699)(322200,322700)	Mt	322450	501	0.027355
(322298,322797)(322300,322799)(322300,322800)	Mt	322550	501	0.027429
(322398,322897)(322400,322899)(322400,322900)	Mt	322650	501	0.025541
(322498,322997)(322500,322999)(322500,323000)	Mt	322750	501	0.025406
(322598,323097)(322600,323099)(322600,323100)	Mt	322850	501	0.026159
(322698,323197)(322700,323199)(322700,323200)	Mt	322950	501	0.027840
(322798,323297)(322800,323299)(322800,323300)	Mt	323050	501	0.026186
(322898,323397)(322900,323399)(322900,323400)	Mt	323150	501	0.026520
(322998,323497)(323000,323499)(323000,323500)	Mt	323250	501	0.028795
(323098,323597)(323100,323599)(323100,323600)	Mt	323350	501	0.033622
(323198,323697)(323200,323699)(323200,323700)	Mt	323450	501	0.031622
(323298,323797)(323300,323799)(323300,323800)	Mt	323550	501	0.031464
(323398,323897)(323400,323899)(323400,323900)	Mt	323650	501	0.033336
(323498,323997)(323500,323999)(323500,324000)	Mt	323750	501	0.030134
(323598,324097)(323600,324099)(323600,324100)	Mt	323850	501	0.028693
(323698,324197)(323700,324199)(323700,324200)	Mt	323950	501	0.029821
(323798,324297)(323800,324299)(323800,324300)	Mt	324050	501	0.031277
(323898,324397)(323900,324399)(323900,324400)	Mt	324150	501	0.030859
(323998,324497)(324000,324499)(324000,324500)	Mt	324250	501	0.030120
(324098,324597)(324100,324599)(324100,324600)	Mt	324350	501	0.027802
(324198,324697)(324200,324699)(324200,324700)	Mt	324450	501	0.027720
(324298,324797)(324300,324799)(324300,324800)	Mt	324550	501	0.024514
(324398,324897)(324400,324899)(324400,324900)	Mt	324650	501	0.023023
(324498,324997)(324500,324999)(324500,325000)	Mt	324750	501	0.026891
(324598,325097)(324600,325099)(324600,325100)	Mt	324850	501	0.027933
(324698,325197)(324700,325199)(324700,325200)	Mt	324950	501	0.030021
(324798,325297)(324800,325299)(324800,325300)	Mt	325050	501	0.029514
(324898,325397)(324900,325399)(324900,325400)	Mt	325150	501	0.030161
(324998,325497)(325000,325499)(325000,325500)	Mt	325250	501	0.028659
(325098,325597)(325100,325599)(325100,325600)	Mt	325350	501	0.027456
(325198,325697)(325200,325699)(325200,325700)	Mt	325450	501	0.024597
(325298,325797)(325300,325799)(325300,325800)	Mt	325550	501	0.029099
(325398,325897)(325400,325899)(325400,325900)	Mt	325650	501	0.028478
(325498,325997)(325500,325999)(325500,326000)	Mt	325750	501	0.028231
(325598,326097)(325600,326099)(325600,326100)	Mt	325850	501	0.027908
(325698,326197)(325700,326199)(325700,326200)	Mt	325950	501	0.027172
(325798,326297)(325800,326299)(325800,326300)	Mt	326050	501	0.024893
(325898,326397)(325900,326399)(325900,326400)	Mt	326150	501	0.025097
(325998,326497)(326000,326499)(326000,326500)	Mt	326250	501	0.024962
(326098,326597)(326100,326599)(326100,326600)	Mt	326350	501	0.027096
(326198,326697)(326200,326699)(326200,326700)	Mt	326450	501	0.029762
(326298,326797)(326300,326799)(326300,326800)	Mt	326550	501	0.030000
(326398,326897)(326400,326899)(326400,326900)	Mt	326650	501	0.030356
(326498,326997)(326500,326999)(326500,327000)	Mt	326750	501	0.028624
(326598,327097)(326600,327099)(326600,327100)	Mt	326850	501	0.027005
(326698,327197)(326700,327199)(326700,327200)	Mt	326950	501	0.027671
(326798,327297)(326800,327299)(326800,327300)	Mt	327050	501	0.027412
(326898,327397)(326900,327399)(326900,327400)	Mt	327150	501	0.028059
(326998,327497)(327000,327499)(327000,327500)	Mt	327250	501	0.032967
(327098,327597)(327100,327599)(327100,327600)	Mt	327350	501	0.033065
(327198,327697)(327200,327699)(327200,327700)	Mt	327450	501	0.029824
(327298,327797)(327300,327799)(327300,327800)	Mt	327550	501	0.031346
(327398,327897)(327400,327899)(327400,327900)	Mt	327650	501	0.029607
(327498,327997)(327500,327999)(327500,328000)	Mt	327750	501	0.026264
(327598,328097)(327600,328099)(327600,328100)	Mt	327850	501	0.025177
(327698,328197)(327700,328199)(327700,328200)	Mt	327950	501	0.028509
(327798,328297)(327800,328299)(327800,328300)	Mt	328050	501	0.027422
(327898,328397)(327900,328399)(327900,328400)	Mt	328150	501	0.027604
(327998,328497)(328000,328499)(328000,328500)	Mt	328250	501	0.026513
(328098,328597)(328100,328599)(328100,328600)	Mt	328350	501	0.027840
(328198,328697)(328200,328699)(328200,328700)	Mt	328450	501	0.027402
(328298,328797)(328300,328799)(328300,328800)	Mt	328550	501	0.028979
(328398,328897)(328400,328899)(328400,328900)	Mt	328650	501	0.029157
(328498,328997)(328500,328999)(328500,329000)	Mt	328750	501	0.029592
(328598,329097)(328600,329099)(328600,329100)	Mt	328850	501	0.028753
(328698,329197)(328700,329199)(328700,329200)	Mt	328950	501	0.028366
(328798,329297)(328800,329299)(328800,329300)	Mt	329050	501	0.028528
(328898,329397)(328900,329399)(328900,329400)	Mt	329150	501	0.027794
(328998,329497)(329000,329499)(329000,329500)	Mt	329250	501	0.027806
(329098,329597)(329100,329599)(329100,329600)	Mt	329350	501	0.026830
(329198,329697)(329200,329699)(329200,329700)	Mt	329450	501	0.025553
(329298,329797)(329300,329799)(329300,329800)	Mt	329550	501	0.025155
(329398,329897)(329400,329899)(329400,329900)	Mt	329650	501	0.026382
(329498,329997)(329500,329999)(329500,330000)	Mt	329750	501	0.026770
(329598,330097)(329600,330099)(329600,330100)	Mt	329850	501	0.030339
(329698,330197)(329700,330199)(329700,330200)	Mt	329950	501	0.029273
(329798,330297)(329800,330299)(329800,330300)	Mt	330050	501	0.026055
(329898,330397)(329900,330399)(329900,330400)	Mt	330150	501	0.028746
(329998,330497)(330000,330499)(330000,330500)	Mt	330250	501	0.027751
(330098,330597)(330100,330599)(330100,330600)	Mt	330350	501	0.025478
(330198,330697)(330200,330699)(330200,330700)	Mt	330450	501	0.028587
(330298,330797)(330300,330799)(330300,330800)	Mt	330550	501	0.031392
(330398,330897)(330400,330899)(330400,330900)	Mt	330650	501	0.028332
(330498,330997)(330500,330999)(330500,331000)	Mt	330750	501	0.031393
(330598,331097)(330600,331099)(330600,331100)	Mt	330850	501	0.029745
(330698,331197)(330700,331199)(330700,331200)	Mt	330950	501	0.028490
(330798,331297)(330800,331299)(330800,331300)	Mt	331050	501	0.027291
(330898,331397)(330900,331399)(330900,331400)	Mt	331150	501	0.028371
(330998,331497)(331000,331499)(331000,331500)	Mt	331250	501	0.023663
(331098,331597)(331100,331599)(331100,331600)	Mt	331350	501	0.024075
(331198,331697)(331200,331699)(331200,331700)	Mt	331450	501	0.021694
(331298,331797)(331300,331799)(331300,331800)	Mt	331550	501	0.021908
(331398,331897)(331400,331899)(331400,331900)	Mt	331650	501	0.020719
(331498,331997)(331500,331999)(331500,332000)	Mt	331750	501	0.022776
(331598,332097)(331600,332099)(331600,332100)	Mt	331850	501	0.025060
(331698,332197)(331700,332199)(331700,332200)	Mt	331950	501	0.026655
(331798,332297)(331800,332299)(331800,332300)	Mt	332050	501	0.027420
(331898,332397)(331900,332399)(331900,332400)	Mt	332150	501	0.028650
(331998,332497)(332000,332499)(332000,332500)	Mt	332250	501	0.029028
(332098,332597)(332100,332599)(332100,332600)	Mt	332350	501	0.026864
(332198,332697)(332200,332699)(332200,332700)	Mt	332450	501	0.028021
(332298,332797)(332300,332799)(332300,332800)	Mt	332550	501	0.028525
(332398,332897)(332400,332899)(332400,332900)	Mt	332650	501	0.028951
(332498,332997)(332500,332999)(332500,333000)	Mt	332750	501	0.026647
(332598,333097)(332600,333099)(332600,333100)	Mt	332850	501	0.028982
(332698,333197)(332700,333199)(332700,333200)	Mt	332950	501	0.027267
(332798,333297)(332800,333299)(332800,333300)	Mt	333050	501	0.024907
(332898,333397)(332900,333399)(332900,333400)	Mt	333150	501	0.024360
(332998,333497)(333000,333499)(333000,333500)	Mt	333250	501	0.026344
(333098,333597)(333100,333599)(333100,333600)	Mt	333350	501	0.025233
(333198,333697)(333200,333699)(333200,333700)	Mt	333450	501	0.025338
(333298,333797)(333300,333799)(333300,333800)	Mt	333550	501	0.029111
(333398,333897)(333400,333899)(333400,333900)	Mt	333650	501	0.028583
(333498,333997)(333500,333999)(333500,334000)	Mt	333750	501	0.028173
(333598,334097)(333600,334099)(333600,334100)	Mt	333850	501	0.026823
(333698,334197)(333700,334199)(333700,334200)	Mt	333950	501	0.030133
(333798,334297)(333800,334299)(333800,334300)	Mt	334050	501	0.028850
(333898,334397)(333900,334399)(333900,334400)	Mt	334150	501	0.028027
(333998,334497)(334000,334499)(334000,334500)	Mt	334250	501	0.027504
(334098,334597)(334100,334599)(334100,334600)	Mt	334350	501	0.030855
(334198,334697)(334200,334699)(334200,334700)	Mt	334450	501	0.032426
(334298,334797)(334300,334799)(334300,334800)	Mt	334550	501	0.030443
(334398,334897)(334400,334899)(334400,334900)	Mt	334650	501	0.029381
(334498,334997)(334500,334999)(334500,335000)	Mt	334750	501	0.031485
(334598,335097)(334600,335099)(334600,335100)	Mt	334850	501	0.028114
(334698,335197)(334700,335199)(334700,335200)	Mt	334950	501	0.024676
(334798,335297)(334800,335299)(334800,335300)	Mt	335050	501	0.025762
(334898,335397)(334900,335399)(334900,335400)	Mt	335150	501	0.028551
(334998,335497)(335000,335499)(335000,335500)	Mt	335250	501	0.026169
(335098,335597)(335100,335599)(335100,335600)	Mt	335350	501	0.026268
(335198,335697)(335200,335699)(335200,335700)	Mt	335450	501	0.025634
(335298,335797)(335300,335799)(335300,335800)	Mt	335550	501	0.025130
(335398,335897)(335400,335899)(335400,335900)	Mt	335650	501	0.025627
(335498,335997)(335500,335999)(335500,336000)	Mt	335750	501	0.027288
(335598,336097)(335600,336099)(335600,336100)	Mt	335850	501	0.030477
(335698,336197)(335700,336199)(335700,336200)	Mt	335950	501	0.028770
(335798,336297)(335800,336299)(335800,336300)	Mt	336050	501	0.028750
(335898,336397)(335900,336399)(335900,336400)	Mt	336150	501	0.027825
(335998,336497)(336000,336499)(336000,336500)	Mt	336250	501	0.026028
(336098,336597)(336100,336599)(336100,336600)	Mt	336350	501	0.027969
(336198,336697)(336200,336699)(336200,336700)	Mt	336450	501	0.028591
(336298,336797)(336300,336799)(336300,336800)	Mt	336550	501	0.028168
(336398,336897)(336400,336899)(336400,336900)	Mt	336650	501	0.028475
(336498,336997)(336500,336999)(336500,337000)	Mt	336750	501	0.029100
(336598,337097)(336600,337099)(336600,337100)	Mt	336850	501	0.026062
(336698,337197)(336700,337199)(336700,337200)	Mt	336950	501	0.028458
(336798,337297)(336800,337299)(336800,337300)	Mt	337050	501	0.030212
(336898,337397)(336900,337399)(336900,337400)	Mt	337150	501	0.028749
(336998,337497)(337000,337499)(337000,337500)	Mt	337250	501	0.029996
(337098,337597)(337100,337599)(337100,337600)	Mt	337350	501	0.029592
(337198,337697)(337200,337699)(337200,337700)	Mt	337450	501	0.030501
(337298,337797)(337300,337799)(337300,337800)	Mt	337550	501	0.031251
(337398,337897)(337400,337899)(337400,337900)	Mt	337650	501	0.032617
(337498,337997)(337500,337999)(337500,338000)	Mt	337750	501	0.033805
(337598,338097)(337600,338099)(337600,338100)	Mt	337850	501	0.034548
(337698,338197)(337700,338199)(337700,338200)	Mt	337950	501	0.033769
(337798,338297)(337800,338299)(337800,338300)	Mt	338050	501	0.031263
(337898,338397)(337900,338399)(337900,338400)	Mt	338150	501	0.031122
(337998,338497)(338000,338499)(338000,338500)	Mt	338250	501	0.030663
(338098,338597)(338100,338599)(338100,338600)	Mt	338350	501	0.030519
(338198,338697)(338200,338699)(338200,338700)	Mt	338450	501	0.029871
(338298,338797)(338300,338799)(338300,338800)	Mt	338550	501	0.028839
(338398,338897)(338400,338899)(338400,338900)	Mt	338650	501	0.028533
(338498,338997)(338500,338999)(338500,339000)	Mt	338750	501	0.025407
(338598,339097)(338600,339099)(338600,339100)	Mt	338850	501	0.028762
(338698,339197)(338700,339199)(338700,339200)	Mt	338950	501	0.025702
(338798,339297)(338800,339299)(338800,339300)	Mt	339050	501	0.026164
(338898,339397)(338900,339399)(338900,339400)	Mt	339150	501	0.026733
(338998,339497)(339000,339499)(339000,339500)	Mt	339250	501	0.025850
(339098,339597)(339100,339599)(339100,339600)	Mt	339350	501	0.021072
(339198,339697)(339200,339699)(339200,339700)	Mt	339450	501	0.023130
(339298,339797)(339300,339799)(339300,339800)	Mt	339550	501	0.021510
(339398,339897)(339400,339899)(339400,339900)	Mt	339650	501	0.021793
(339498,339997)(339500,339999)(339500,340000)	Mt	339750	501	0.024182
(339598,340097)(339600,340099)(339600,340100)	Mt	339850	501	0.023396
(339698,340197)(339700,340199)(339700,340200)	Mt	339950	501	0.023172
(339798,340297)(339800,340299)(339800,340300)	Mt	340050	501	0.026917
(339898,340397)(339900,340399)(339900,340400)	Mt	340150	501	0.027207
(339998,340497)(340000,340499)(340000,340500)	Mt	340250	501	0.028677
(340098,340597)(340100,340599)(340100,340600)	Mt	340350	501	0.032926
(340198,340697)(340200,340699)(340200,340700)	Mt	340450	501	0.033624
(340298,340797)(340300,340799)(340300,340800)	Mt	340550	501	0.033913
(340398,340897)(340400,340899)(340400,340900)	Mt	340650	501	0.031128
(340498,340997)(340500,340999)(340500,341000)	Mt	340750	501	0.028442
(340598,341097)(340600,341099)(340600,341100)	Mt	340850	501	0.024562
(340698,341197)(340700,341199)(340700,341200)	Mt	340950	501	0.026221
(340798,341297)(340800,341299)(340800,341300)	Mt	341050	501	0.025785
(340898,341397)(340900,341399)(340900,341400)	Mt	341150	501	0.026712
(340998,341497)(341000,341499)(341000,341500)	Mt	341250	501	0.027327
(341098,341597)(341100,341599)(341100,341600)	Mt	341350	501	0.028410
(341198,341697)(341200,341699)(341200,341700)	Mt	341450	501	0.025283
(341298,341797)(341300,341799)(341300,341800)	Mt	341550	501	0.022225
(341398,341897)(341400,341899)(341400,341900)	Mt	341650	501	0.024171
(341498,341997)(341500,341999)(341500,342000)	Mt	341750	501	0.024226
(341598,342097)(341600,342099)(341600,342100)	Mt	341850	501	0.023599
(341698,342197)(341700,342199)(341700,342200)	Mt	341950	501	0.024321
(341798,342297)(341800,342299)(341800,342300)	Mt	342050	501	0.030980
(341898,342397)(341900,342399)(341900,342400)	Mt	342150	501	0.032037
(341998,342497)(342000,342499)(342000,342500)	Mt	342250	501	0.033114
(342098,342597)(342100,342599)(342100,342600)	Mt	342350	501	0.032472
(342198,342697)(342200,342699)(342200,342700)	Mt	342450	501	0.031376
(342298,342797)(342300,342799)(342300,342800)	Mt	342550	501	0.026539
(342398,342897)(342400,342899)(342400,342900)	Mt	342650	501	0.023827
(342498,342997)(342500,342999)(342500,343000)	Mt	342750	501	0.024840
(342598,343097)(342600,343099)(342600,343100)	Mt	342850	501	0.025892
(342698,343197)(342700,343199)(342700,343200)	Mt	342950	501	0.027587
(342798,343297)(342800,343299)(342800,343300)	Mt	343050	501	0.028710
(342898,343397)(342900,343399)(342900,343400)	Mt	343150	501	0.028630
(342998,343497)(343000,343499)(343000,343500)	Mt	343250	501	0.028567
(343098,343597)(343100,343599)(343100,343600)	Mt	343350	501	0.029709
(343198,343697)(343200,343699)(343200,343700)	Mt	343450	501	0.029760
(343298,343797)(343300,343799)(343300,343800)	Mt	343550	501	0.027953
(343398,343897)(343400,343899)(343400,343900)	Mt	343650	501	0.028621
(343498,343997)(343500,343999)(343500,344000)	Mt	343750	501	0.027379
(343598,344097)(343600,344099)(343600,344100)	Mt	343850	501	0.025971
(343698,344197)(343700,344199)(343700,344200)	Mt	343950	501	0.024148
(343798,344297)(343800,344299)(343800,344300)	Mt	344050	501	0.024919
(343898,344397)(343900,344399)(343900,344400)	Mt	344150	501	0.022550
(343998,344497)(344000,344499)(344000,344500)	Mt	344250	501	0.023847
